Epoch,Category,Ward Name
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,King's Cross
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Highgate
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Camden Town with Primrose Hill
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Haverstock
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Frognal and Fitzjohns
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Belsize
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Bloomsbury
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Cantelowes
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kilburn
2020-10-01,Violence and sexual offences,Kentish Town
2020-10-01,Violence and sexual offences,Kentish Town
2020-10-01,Violence and sexual offences,Kentish Town
2020-10-01,Violence and sexual offences,Kentish Town
2020-10-01,Violence and sexual offences,Kentish Town
2020-10-01,Violence and sexual offences,Kentish Town
2020-10-01,Violence and sexual offences,Kentish Town
